period,date,site,diver,contour,transect,dist,area,bin,side,stipeD,depth,time,comments,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,16,2,16_18,R,12,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,18,2,18_20,R,1,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,0,2,0_2,L,25,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,2,2,2_4,L,15,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,4,2,4_6,L,4,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,6,2,6_8,L,5,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,8,2,8_10,L,11,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,10,2,10_12,L,4,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,12,2,12_14,L,5,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,14,2,14_16,L,7,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,16,2,16_18,L,8,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,2,18,2,18_20,L,18,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,0,2,0_2,R,11,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,2,2,2_4,R,6,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,4,2,4_6,R,6,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,6,2,6_8,R,19,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,8,2,8_10,R,4,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,10,2,10_12,R,14,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,12,2,12_14,R,23,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,14,2,14_16,R,0,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,16,2,16_18,R,7,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,18,2,18_20,R,14,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,0,2,0_2,L,3,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,2,2,2_4,L,3,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,4,2,4_6,L,7,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,6,2,6_8,L,17,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,8,2,8_10,L,17,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,10,2,10_12,L,6,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,12,2,12_14,L,15,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,14,2,14_16,L,8,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,16,2,16_18,L,9,na,na,,
2019-Jul,2019-07-07,Triquetta,ZM,na,3,18,2,18_20,L,7,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,0,2,0_2,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,2,2,2_4,R,1,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,4,2,4_6,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,6,2,6_8,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,8,2,8_10,R,1,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,10,2,10_12,R,2,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,12,2,12_14,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,14,2,14_16,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,16,2,16_18,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,18,2,18_20,R,8,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,0,2,0_2,L,1,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,2,2,2_4,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,4,2,4_6,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,6,2,6_8,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,8,2,8_10,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,10,2,10_12,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,12,2,12_14,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,14,2,14_16,L,1,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,16,2,16_18,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,1,18,2,18_20,L,5,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,0,2,0_2,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,2,2,2_4,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,4,2,4_6,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,6,2,6_8,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,8,2,8_10,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,10,2,10_12,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,12,2,12_14,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,14,2,14_16,R,2,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,16,2,16_18,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,18,2,18_20,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,0,2,0_2,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,2,2,2_4,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,4,2,4_6,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,6,2,6_8,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,8,2,8_10,L,3,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,10,2,10_12,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,12,2,12_14,L,4,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,14,2,14_16,L,1,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,16,2,16_18,L,3,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,2,18,2,18_20,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,0,2,0_2,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,2,2,2_4,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,4,2,4_6,R,1,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,6,2,6_8,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,8,2,8_10,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,10,2,10_12,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,12,2,12_14,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,14,2,14_16,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,16,2,16_18,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,18,2,18_20,R,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,0,2,0_2,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,2,2,2_4,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,4,2,4_6,L,1,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,6,2,6_8,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,8,2,8_10,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,10,2,10_12,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,12,2,12_14,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,14,2,14_16,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,16,2,16_18,L,0,na,na,,
2019-Jul,2019-07-03,Manley,ZM,na,3,18,2,18_20,L,0,na,na,,
2019-Jul,2019-07-20,Second_intertidal,OP,na,1,0,2,0_2,R,27,1.6,9:40,,
2019-Jul,2019-07-20,Second_intertidal,OP,na,1,2,2,2_4,R,23,1.4,9:40,,
2019-Jul,2019-07-20,Second_intertidal,OP,na,1,4,2,4_6,R,4,1.2,9:40,,
2019-Jul,2019-07-20,Second_intertidal,OP,na,1,6,2,6_8,R,22,1.2,9:40,,
2019-Jul,2019-07-20,Second_intertidal,OP,na,1,8,2,8_10,R,16,1.6,9:40,,
2019-Jul,2019-07-20,Second_intertidal,OP,na,1,0,2,0_2,L,24,1.6,9:40,,
2019-Jul,2019-07-20,Second_intertidal,OP,na,1,2,2,2_4,L,7,1.4,9:40,,
2019-Jul,2019-07-20,Second_intertidal,OP,na,1,4,2,4_6,L,18,1.2,9:40,,
2019-Jul,2019-07-20,Second_intertidal,OP,na,1,6,2,6_8,L,25,1.2,9:40,,
2019-Jul,2019-07-20,Second_intertidal,OP,na,1,8,2,8_10,L,7,1.6,9:40,,
2019-Aug,2019-08-22,McMullins,LL,na,1,0,2,0_2,L,1,10.4,12:47,,
2019-Aug,2019-08-22,McMullins,LL,na,1,2,2,2_4,L,1,10.3,12:48,,
2019-Aug,2019-08-22,McMullins,LL,na,1,4,2,4_6,L,0,10.4,12:49,,
2019-Aug,2019-08-22,McMullins,LL,na,1,6,2,6_8,L,1,10.1,12:50,,
2019-Aug,2019-08-22,McMullins,LL,na,1,8,2,8_10,L,2,10.2,12:50,,
2019-Aug,2019-08-22,McMullins,LL,na,1,10,2,10_12,L,0,10.2,12:50,,
2019-Aug,2019-08-22,McMullins,LL,na,1,12,2,12_14,L,1,10,12:50,,
2019-Aug,2019-08-22,McMullins,LL,na,1,14,2,14_16,L,8,10,12:51,,
2019-Aug,2019-08-22,McMullins,LL,na,1,16,2,16_18,L,1,9.9,12:52,,
2019-Aug,2019-08-22,McMullins,LL,na,1,18,2,18_20,L,0,9.9,12:54,,
2019-Aug,2019-08-22,McMullins,LL,na,1,20,2,20_22,L,0,9.7,12:54,,
2019-Aug,2019-08-22,McMullins,LL,na,1,22,2,22_24,L,0,9.7,12:54,,
2019-Aug,2019-08-22,McMullins,LL,na,1,24,2,24_26,L,0,9,12:55,,
2019-Aug,2019-08-22,McMullins,LL,na,1,26,2,26_28,L,0,7.4,12:55,,
2019-Aug,2019-08-22,McMullins,LL,na,1,28,2,28_30,L,0,7.7,12:55,,
2019-Aug,2019-08-22,McMullins,LL,na,2,0,2,0_2,L,1,11.6,13:25,,
2019-Aug,2019-08-22,McMullins,LL,na,2,2,2,2_4,L,1,11.4,13:25,,
2019-Aug,2019-08-22,McMullins,LL,na,2,4,2,4_6,L,0,11.4,13:26,,
2019-Aug,2019-08-22,McMullins,LL,na,2,6,2,6_8,L,0,11.2,13:26,,
2019-Aug,2019-08-22,McMullins,LL,na,2,8,2,8_10,L,0,11.1,13:26,,
2019-Aug,2019-08-22,McMullins,LL,na,2,10,2,10_12,L,0,11.1,13:27,,
2019-Aug,2019-08-22,McMullins,LL,na,2,12,2,12_14,L,1,11,13:27,,
2019-Aug,2019-08-22,McMullins,LL,na,2,14,2,14_16,L,0,10.8,13:28,,
2019-Aug,2019-08-22,McMullins,LL,na,2,16,2,16_18,L,0,10.8,13:28,,
2019-Aug,2019-08-22,McMullins,LL,na,2,18,2,18_20,L,4,10.8,13:28,,
2019-Aug,2019-08-22,McMullins,LL,na,2,20,2,20_22,L,0,10.2,13:29,,
2019-Aug,2019-08-22,McMullins,LL,na,2,22,2,22_24,L,2,9.3,13:29,,
2019-Aug,2019-08-22,McMullins,LL,na,2,24,2,24_26,L,0,8.8,13:30,,
2019-Aug,2019-08-22,McMullins,LL,na,2,26,2,26_28,L,0,8.4,13:30,,
2019-Aug,2019-08-22,McMullins,LL,na,2,28,2,28_30,L,0,8.1,13:30,,
2019-Aug,2019-08-22,McMullins,LL,na,3,0,2,0_2,L,0,12.5,12:58,,
2019-Aug,2019-08-22,McMullins,LL,na,3,2,2,2_4,L,0,12.3,12:59,,
2019-Aug,2019-08-22,McMullins,LL,na,3,4,2,4_6,L,1,12.3,12:59,,
2019-Aug,2019-08-22,McMullins,LL,na,3,6,2,6_8,L,1,12.1,13:00,,
2019-Aug,2019-08-22,McMullins,LL,na,3,8,2,8_10,L,0,11.7,13:00,,
2019-Aug,2019-08-22,McMullins,LL,na,3,10,2,10_12,L,0,12,13:00,,
2019-Aug,2019-08-22,McMullins,LL,na,3,12,2,12_14,L,1,11.9,13:01,,
2019-Aug,2019-08-22,McMullins,LL,na,3,14,2,14_16,L,1,11.8,13:02,,
2019-Aug,2019-08-22,McMullins,LL,na,3,16,2,16_18,L,0,10,13:02,,
2019-Aug,2019-08-22,McMullins,LL,na,3,18,2,18_20,L,1,9.7,13:03,,
2019-Aug,2019-08-22,McMullins,LL,na,3,20,2,20_22,L,0,9.8,13:04,,
2019-Aug,2019-08-22,McMullins,LL,na,3,22,2,22_24,L,0,10,13:04,,
2019-Aug,2019-08-22,McMullins,LL,na,3,24,2,24_26,L,0,8.5,13:04,,
2019-Aug,2019-08-22,McMullins,LL,na,3,26,2,26_28,L,0,9.5,13:05,,
2019-Aug,2019-08-22,McMullins,LL,na,3,28,2,28_30,L,1,9.5,13:05,,
2019-Aug,2019-08-22,McMullins,KH,na,1,0,2,0_2,R,0,10.1,12:41,,
2019-Aug,2019-08-22,McMullins,KH,na,1,2,2,2_4,R,3,10.2,12:42,,
2019-Aug,2019-08-22,McMullins,KH,na,1,4,2,4_6,R,0,9.8,12:42,,
2019-Aug,2019-08-22,McMullins,KH,na,1,6,2,6_8,R,0,9.8,12:42,,
2019-Aug,2019-08-22,McMullins,KH,na,1,8,2,8_10,R,0,9.8,12:42,,
2019-Aug,2019-08-22,McMullins,KH,na,1,10,2,10_12,R,0,9.4,12:43,,
2019-Aug,2019-08-22,McMullins,KH,na,1,12,2,12_14,R,0,9.4,12:43,,
2019-Aug,2019-08-22,McMullins,KH,na,1,14,2,14_16,R,2,9.6,12:44,,
2019-Aug,2019-08-22,McMullins,KH,na,1,16,2,16_18,R,1,9.5,12:45,,
2019-Aug,2019-08-22,McMullins,KH,na,1,18,2,18_20,R,7,9.3,12:46,,
2019-Aug,2019-08-22,McMullins,KH,na,1,20,2,20_22,R,2,9.4,12:47,,
2019-Aug,2019-08-22,McMullins,KH,na,1,22,2,22_24,R,0,9.2,12:48,,
2019-Aug,2019-08-22,McMullins,KH,na,1,24,2,24_26,R,0,8.7,12:48,,
2019-Aug,2019-08-22,McMullins,KH,na,1,26,2,26_28,R,0,7.3,12:48,,
2019-Aug,2019-08-22,McMullins,KH,na,1,28,2,28_30,R,0,7.4,12:49,,
2019-Aug,2019-08-22,McMullins,KH,na,2,0,2,0_2,R,0,11,13:11,,
2019-Aug,2019-08-22,McMullins,KH,na,2,2,2,2_4,R,0,11,13:11,,
2019-Aug,2019-08-22,McMullins,KH,na,2,4,2,4_6,R,2,10.8,13:12,,
2019-Aug,2019-08-22,McMullins,KH,na,2,6,2,6_8,R,0,10.8,13:12,,
2019-Aug,2019-08-22,McMullins,KH,na,2,8,2,8_10,R,2,10.5,13:13,,
2019-Aug,2019-08-22,McMullins,KH,na,2,10,2,10_12,R,0,10.6,13:14,,
2019-Aug,2019-08-22,McMullins,KH,na,2,12,2,12_14,R,1,10.6,13:14,,
2019-Aug,2019-08-22,McMullins,KH,na,2,14,2,14_16,R,1,10.7,13:14,,
2019-Aug,2019-08-22,McMullins,KH,na,2,16,2,16_18,R,0,10.4,13:15,,
2019-Aug,2019-08-22,McMullins,KH,na,2,18,2,18_20,R,3,10.5,13:15,,
2019-Aug,2019-08-22,McMullins,KH,na,2,20,2,20_22,R,0,10.2,13:16,,
2019-Aug,2019-08-22,McMullins,KH,na,2,22,2,22_24,R,0,10,13:16,,
2019-Aug,2019-08-22,McMullins,KH,na,2,24,2,24_26,R,0,9.1,13:16,,
2019-Aug,2019-08-22,McMullins,KH,na,2,26,2,26_28,R,3,8.7,13:17,,
2019-Aug,2019-08-22,McMullins,KH,na,2,28,2,28_30,R,0,7.9,13:17,,
2019-Aug,2019-08-22,McMullins,KH,na,3,0,2,0_2,R,0,11.4,12:53,,
2019-Aug,2019-08-22,McMullins,KH,na,3,2,2,2_4,R,0,11.4,12:53,,
2019-Aug,2019-08-22,McMullins,KH,na,3,4,2,4_6,R,0,11.4,12:53,,
2019-Aug,2019-08-22,McMullins,KH,na,3,6,2,6_8,R,0,11.4,12:53,,
2019-Aug,2019-08-22,McMullins,KH,na,3,8,2,8_10,R,0,11.4,12:53,,
2019-Aug,2019-08-22,McMullins,KH,na,3,10,2,10_12,R,0,11.3,12:53,,
2019-Aug,2019-08-22,McMullins,KH,na,3,12,2,12_14,R,0,11.3,12:53,,
2019-Aug,2019-08-22,McMullins,KH,na,3,14,2,14_16,R,1,11,12:54,,
2019-Aug,2019-08-22,McMullins,KH,na,3,16,2,16_18,R,1,11,12:54,,
2019-Aug,2019-08-22,McMullins,KH,na,3,18,2,18_20,R,3,9.8,12:55,,
2019-Aug,2019-08-22,McMullins,KH,na,3,20,2,20_22,R,0,9.2,12:56,,
2019-Aug,2019-08-22,McMullins,KH,na,3,22,2,22_24,R,0,9.2,12:56,,
2019-Aug,2019-08-22,McMullins,KH,na,3,24,2,24_26,R,1,8.9,12:56,,
2019-Aug,2019-08-22,McMullins,KH,na,3,26,2,26_28,R,0,9,12:57,,
2019-Aug,2019-08-22,McMullins,KH,na,3,28,2,28_30,R,0,9,12:57,,
2020-Jul,2020-07-06,Second,KH,na,3,0,2,0_2,R,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,2,2,2_4,R,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,4,2,4_6,R,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,6,2,6_8,R,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,8,2,8_10,R,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,10,2,10_12,R,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,12,2,12_14,R,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,14,2,14_16,R,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,16,2,16_18,R,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,18,2,18_20,R,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,0,2,0_2,L,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,2,2,2_4,L,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,4,2,4_6,L,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,6,2,6_8,L,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,8,2,8_10,L,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,10,2,10_12,L,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,12,2,12_14,L,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,14,2,14_16,L,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,16,2,16_18,L,0,na,na,,
2020-Jul,2020-07-06,Second,KH,na,3,18,2,18_20,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,0,2,0_2,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,2,2,2_4,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,4,2,4_6,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,6,2,6_8,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,8,2,8_10,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,10,2,10_12,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,12,2,12_14,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,14,2,14_16,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,16,2,16_18,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,18,2,18_20,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,0,2,0_2,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,2,2,2_4,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,4,2,4_6,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,6,2,6_8,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,8,2,8_10,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,10,2,10_12,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,12,2,12_14,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,14,2,14_16,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,16,2,16_18,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,2,18,2,18_20,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,0,2,0_2,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,2,2,2_4,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,4,2,4_6,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,6,2,6_8,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,8,2,8_10,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,10,2,10_12,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,12,2,12_14,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,14,2,14_16,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,16,2,16_18,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,18,2,18_20,R,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,0,2,0_2,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,2,2,2_4,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,4,2,4_6,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,6,2,6_8,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,8,2,8_10,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,10,2,10_12,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,12,2,12_14,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,14,2,14_16,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,16,2,16_18,L,0,na,na,,
2020-Jul,2020-07-06,Second,OP,na,1,18,2,18_20,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,0,2,0_2,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,2,2,2_4,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,4,2,4_6,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,6,2,6_8,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,8,2,8_10,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,10,2,10_12,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,12,2,12_14,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,14,2,14_16,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,16,2,16_18,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,18,2,18_20,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,0,2,0_2,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,2,2,2_4,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,4,2,4_6,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,6,2,6_8,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,8,2,8_10,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,10,2,10_12,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,12,2,12_14,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,14,2,14_16,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,16,2,16_18,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,3,18,2,18_20,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,0,2,0_2,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,2,2,2_4,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,4,2,4_6,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,6,2,6_8,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,8,2,8_10,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,10,2,10_12,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,12,2,12_14,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,14,2,14_16,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,16,2,16_18,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,18,2,18_20,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,0,2,0_2,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,2,2,2_4,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,4,2,4_6,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,6,2,6_8,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,8,2,8_10,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,10,2,10_12,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,12,2,12_14,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,14,2,14_16,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,16,2,16_18,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,2,18,2,18_20,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,0,2,0_2,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,2,2,2_4,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,4,2,4_6,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,6,2,6_8,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,8,2,8_10,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,10,2,10_12,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,12,2,12_14,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,14,2,14_16,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,16,2,16_18,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,18,2,18_20,R,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,0,2,0_2,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,2,2,2_4,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,4,2,4_6,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,6,2,6_8,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,8,2,8_10,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,10,2,10_12,L,0,na,na,,
2020-Jul,2020-07-06,North,KH/OP,na,1,12,2,12_14,L,0,na,na,,
