"period","date","site","diver","transect","side","distance","tag","time","blade_count","Sbulb_max","timestamp","stipe_length","presence","punch_length","punch_blade_length","blade_avg_length","sori"
"2021-Jul","2021-07-07","Ratatouille","KH",3,"R",7.8,281.2,"14:00",41,NA,2,NA,"y",51,135,NA,NA
"2021-Jul","2021-07-07","Ratatouille","KH",3,"R",14,1921.2,"14:00",41,NA,2,NA,"y",19,54,NA,NA
"2021-Jul","2021-07-07","Ratatouille","OP",1,"L",1,2590.2,"14:00",26,NA,2,NA,"y",41,91,NA,NA
"2021-Jul","2021-07-07","Ratatouille","OP",1,"L",4,2581.2,"14:00",42,NA,2,NA,"y",35,74,NA,NA
"2021-Jul","2021-07-07","Ratatouille","OP",1,"R",2,2580,"14:00",27,NA,2,NA,"y",47,87,NA,NA
"2021-Jul","2021-07-07","Ratatouille","OP",1,"R",6.5,1891.2,"14:00",27,NA,2,NA,"y",33,79,NA,NA
"2021-Jul","2021-07-07","Ratatouille","ZM",2,"L",10,2540.2,"14:00",24,NA,2,NA,"y",49,116,NA,NA
"2021-Jul","2021-07-07","Ratatouille","ZM",2,"R",1,2572.2,"14:00",51,NA,2,NA,"y",70,180,NA,NA
"2021-Jul","2021-07-07","Ratatouille","ZM",2,"R",17.5,2566.2,"14:00",26,NA,2,NA,"y",35,85,NA,NA
"2021-Jul","2021-07-07","Second","KH",NA,NA,NA,1952.2,"9:45",38,NA,2,NA,"y",80,165,NA,NA
"2021-Jul","2021-07-07","Second","KH",NA,NA,NA,1969.2,"9:45",74,NA,2,NA,"y",76,245,NA,NA
"2021-Jul","2021-07-07","Second","KH",NA,NA,NA,2022.2,"9:45",81,NA,2,NA,"y",96,194,NA,NA
"2021-Jul","2021-07-07","Second","KH",NA,NA,NA,2064.2,"9:45",37,NA,2,NA,"y",46,94,NA,NA
"2021-Jul","2021-07-07","Second","KH",NA,NA,NA,2073.2,"9:45",64,NA,2,NA,"y",121,170,NA,NA
"2021-Jul","2021-07-07","Second","KH",NA,NA,NA,2542,"9:45",60,NA,2,NA,"y",77,167,NA,NA
"2021-Jul","2021-07-07","Second","OP",NA,NA,NA,1799.2,"9:45",53,NA,2,NA,"y",131,272,NA,NA
"2021-Jul","2021-07-07","Second","OP",NA,NA,NA,1911.2,"9:45",79,NA,2,NA,"y",90,217,NA,NA
"2021-Jul","2021-07-07","Second","OP",NA,NA,NA,2541.2,"9:45",47,NA,2,NA,"y",68,173,NA,NA
"2021-Jul","2021-07-07","Second","OP",NA,NA,NA,2576.2,"9:45",61,NA,2,NA,"y",47,86,NA,NA
"2021-Jul","2021-07-07","Second","OP",NA,NA,NA,2578.2,"9:45",30,NA,2,NA,"y",47,104,NA,NA
"2021-Jul","2021-07-07","Second","ZM",NA,NA,NA,48.2,"9:45",39,NA,2,NA,"y",75,120,NA,NA
"2021-Jul","2021-07-07","Second","ZM",NA,NA,NA,1825.2,"9:45",43,NA,2,NA,"y",62,127,NA,NA
"2021-Jul","2021-07-07","Second","ZM",NA,NA,NA,2509.2,"9:45",77,NA,2,NA,"y",116,253,NA,NA
"2021-Jul","2021-07-07","Second","ZM",NA,NA,NA,2549.2,"9:45",12,NA,2,NA,"y",35,68,NA,NA
"2021-Jul","2021-07-08","Breaker","DVM",1,"L",2,NA,NA,NA,28,1,165,NA,NA,NA,90,"0"
"2021-Jul","2021-07-08","Breaker","DVM",1,"L",2.5,NA,NA,NA,45,1,315,NA,NA,NA,160,"L"
"2021-Jul","2021-07-08","Breaker","DVM",1,"L",3,NA,NA,NA,45,1,321,NA,NA,NA,167,"L"
"2021-Jul","2021-07-08","Breaker","DVM",1,"L",5.5,NA,NA,NA,9,1,146,NA,NA,NA,50,"0"
"2021-Jul","2021-07-08","Breaker","DVM",1,"L",7,NA,NA,NA,34,1,310,NA,NA,NA,50,"0"
"2021-Jul","2021-07-08","Breaker","DVM",1,"L",7.5,NA,NA,NA,15,1,189,NA,NA,NA,43,"0"
"2021-Jul","2021-07-08","Breaker","DVM",1,"L",15.5,NA,NA,NA,52,1,543,NA,NA,NA,180,"0"
"2021-Jul","2021-07-08","Breaker","DVM",1,"L",16,NA,NA,NA,49,1,436,NA,NA,NA,284,"0"
"2021-Jul","2021-07-08","Breaker","DVM",1,"L",19,NA,NA,NA,51,1,600,NA,NA,NA,143,"L"
"2021-Jul","2021-07-08","Breaker","DVM",1,"R",1,NA,NA,NA,5,1,140,NA,NA,NA,30,"0"
"2021-Jul","2021-07-08","Breaker","DVM",1,"R",1,NA,NA,NA,13,1,172,NA,NA,NA,100,"0"
"2021-Jul","2021-07-08","Breaker","DVM",1,"R",3.5,NA,NA,NA,28,1,255,NA,NA,NA,119,"0"
"2021-Jul","2021-07-08","Breaker","DVM",1,"R",4.5,NA,NA,NA,25,1,164,NA,NA,NA,60,"0"
"2021-Jul","2021-07-08","Breaker","DVM",1,"R",8,NA,NA,NA,22,1,206,NA,NA,NA,75,"0"
"2021-Jul","2021-07-08","Breaker","DVM",1,"R",19,NA,NA,NA,12,1,194,NA,NA,NA,47,"0"
"2021-Jul","2021-07-08","Breaker","DVM",2,"L",19.5,1946.2,"14:34",33,NA,2,NA,"y",39,85,NA,NA
"2021-Jul","2021-07-08","Breaker","DVM",2,"R",1,1697.2,"14:34",44,NA,2,NA,"y",59,109,NA,NA
"2021-Jul","2021-07-08","Breaker","DVM",2,"R",3,1698,"14:34",20,NA,2,NA,"y",30,70,NA,NA
"2021-Jul","2021-07-08","Breaker","DVM",2,"R",5,1848.2,"14:34",49,NA,2,NA,"y",43,124,NA,NA
"2021-Jul","2021-07-08","Breaker","DVM",2,"R",15,1714.2,"14:34",37,NA,2,NA,"y",35,80,NA,NA
"2021-Jul","2021-07-08","Breaker","KH",3,"L",6,286.2,"14:30",NA,NA,2,NA,"n",NA,NA,NA,NA
"2021-Jul","2021-07-08","Breaker","KH",3,"L",7,2083.2,"14:30",49,NA,2,NA,"y",58,132,NA,NA
"2021-Jul","2021-07-08","Breaker","KH",3,"L",16,1797.2,"14:30",NA,NA,2,NA,"n",NA,NA,NA,NA
"2021-Jul","2021-07-08","Breaker","KH",3,"L",19,2551,"14:30",48,NA,2,NA,"y",36,69,NA,NA
"2021-Jul","2021-07-08","Breaker","KH",3,"R",1,2587,"14:30",42,NA,2,NA,"y",37,78,NA,NA
"2021-Jul","2021-07-08","Breaker","MA",2,"L",0,NA,NA,NA,46,1,215,NA,NA,NA,108,"L"
"2021-Jul","2021-07-08","Breaker","MA",2,"L",11,NA,NA,NA,15,1,290,NA,NA,NA,43,"0"
"2021-Jul","2021-07-08","Breaker","MA",2,"L",14.5,NA,NA,NA,42,1,353,NA,NA,NA,115,"L"
"2021-Jul","2021-07-08","Breaker","MA",2,"L",15,NA,NA,NA,31,1,272,NA,NA,NA,61,"0"
"2021-Jul","2021-07-08","Breaker","MA",2,"L",15.5,NA,NA,NA,32,1,334,NA,NA,NA,69,"L"
"2021-Jul","2021-07-08","Breaker","MA",2,"L",16,NA,NA,NA,32,1,276,NA,NA,NA,53,"0"
"2021-Jul","2021-07-08","Breaker","MA",2,"L",17,NA,NA,NA,45,1,367,NA,NA,NA,100,"L"
"2021-Jul","2021-07-08","Breaker","MA",2,"L",18.5,NA,NA,NA,30,1,170,NA,NA,NA,88,"0"
"2021-Jul","2021-07-08","Breaker","MA",2,"L",20,NA,NA,NA,35,1,467,NA,NA,NA,65,"0"
"2021-Jul","2021-07-08","Breaker","MA",2,"R",2,NA,NA,NA,22,1,160,NA,NA,NA,51,"0"
"2021-Jul","2021-07-08","Breaker","MA",2,"R",8.5,NA,NA,NA,41,1,423,NA,NA,NA,160,"L"
"2021-Jul","2021-07-08","Breaker","MA",2,"R",9,NA,NA,NA,27,1,289,NA,NA,NA,70,"0"
"2021-Jul","2021-07-08","Breaker","MA",2,"R",12,NA,NA,NA,34,1,331,NA,NA,NA,76,"0"
"2021-Jul","2021-07-08","Breaker","MA",2,"R",17.5,NA,NA,NA,31,1,177,NA,NA,NA,49,"0"
"2021-Jul","2021-07-08","Breaker","MA",2,"R",18,NA,NA,NA,24,1,122,NA,NA,NA,112,"0"
"2021-Jul","2021-07-08","Breaker","OP",3,"L",2,NA,NA,NA,26,1,189,NA,NA,NA,35,"0"
"2021-Jul","2021-07-08","Breaker","OP",3,"L",2.5,NA,NA,NA,44,1,369,NA,NA,NA,77,"0"
"2021-Jul","2021-07-08","Breaker","OP",3,"L",3.5,NA,NA,NA,39,1,285,NA,NA,NA,135,"L"
"2021-Jul","2021-07-08","Breaker","OP",3,"L",6,NA,NA,NA,24,1,215,NA,NA,NA,35,"0"
"2021-Jul","2021-07-08","Breaker","OP",3,"L",10,NA,NA,NA,12,1,152,NA,NA,NA,50,"0"
"2021-Jul","2021-07-08","Breaker","OP",3,"L",10,NA,NA,NA,23,1,77,NA,NA,NA,66,"0"
"2021-Jul","2021-07-08","Breaker","OP",3,"L",10,NA,NA,NA,32,1,449,NA,NA,NA,102,"0"
"2021-Jul","2021-07-08","Breaker","OP",3,"L",10,NA,NA,NA,42,1,388,NA,NA,NA,145,"L"
"2021-Jul","2021-07-08","Breaker","OP",3,"L",14.5,NA,NA,NA,27,1,300,NA,NA,NA,68,"0"
"2021-Jul","2021-07-08","Breaker","OP",3,"L",19,NA,NA,NA,44,1,424,NA,NA,NA,175,"0"
"2021-Jul","2021-07-08","Breaker","OP",3,"R",6,NA,NA,NA,43,1,370,NA,NA,NA,100,"L"
"2021-Jul","2021-07-08","Breaker","OP",3,"R",8,NA,NA,NA,45,1,398,NA,NA,NA,150,"L"
"2021-Jul","2021-07-08","Breaker","OP",3,"R",14,NA,NA,NA,42,1,336,NA,NA,NA,167,"H"
"2021-Jul","2021-07-08","Breaker","OP",3,"R",14.2,NA,NA,NA,32,1,217,NA,NA,NA,150,"0"
"2021-Jul","2021-07-08","Breaker","OP",3,"R",20,NA,NA,NA,32,1,595,NA,NA,NA,110,"L"
"2021-Jul","2021-07-08","Breaker","ZM",1,"L",0.5,220,"14:19",36,NA,2,NA,"y",33.5,81,NA,NA
"2021-Jul","2021-07-08","Breaker","ZM",1,"L",17,218,"14:19",NA,NA,2,NA,"n",NA,NA,NA,NA
"2021-Jul","2021-07-08","Breaker","ZM",1,"R",4.5,106,"14:19",59,NA,2,NA,"y",55.5,155,NA,NA
"2021-Jul","2021-07-08","Breaker","ZM",1,"R",13,202,"14:19",44,NA,2,NA,"y",32,81,NA,NA
"2021-Jul","2021-07-08","Breaker","ZM",1,"R",17.5,207,"14:19",27,NA,2,NA,"y",34,87,NA,NA
"2021-Jul","2021-07-08","Manley","DVM",2,"L",13,2574,"12:20",21,NA,2,NA,"y",80,179,NA,NA
"2021-Jul","2021-07-08","Manley","DVM",2,"L",18,2047.2,"12:20",81,NA,2,NA,"y",73,289,NA,NA
"2021-Jul","2021-07-08","Manley","DVM",2,"R",17.5,2573,"12:20",16,NA,2,NA,"y",54,114,NA,NA
"2021-Jul","2021-07-08","Manley","KH",3,"L",3,2591,"12:12",15,NA,2,NA,"y",36,80,NA,NA
"2021-Jul","2021-07-08","Manley","KH",3,"L",3.5,2545,"12:12",21,NA,2,NA,"y",38,95,NA,NA
"2021-Jul","2021-07-08","Manley","KH",3,"L",15,276.2,"12:12",NA,NA,2,NA,"n",NA,NA,NA,NA
"2021-Jul","2021-07-08","Manley","KH",3,"R",4,2554.2,"12:12",32,NA,2,NA,"y",32,91,NA,NA
"2021-Jul","2021-07-08","Manley","KH",3,"R",4.2,2080.2,"12:12",23,NA,2,NA,"y",23,72,NA,NA
"2021-Jul","2021-07-08","Manley","ZM",1,"L",6,222,"12:20",39,NA,2,NA,"y",24,63,NA,NA
"2021-Jul","2021-07-08","Manley","ZM",1,"L",18,1803.2,"12:20",42,NA,2,NA,"y",87,135,NA,NA
"2021-Jul","2021-07-08","Manley","ZM",1,"R",12,219,"12:20",54,NA,2,NA,"y",52,131,NA,NA
"2021-Jul","2021-07-08","Triquetta","DVM",2,"L",4,NA,NA,NA,28,1,278,NA,NA,NA,52,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"L",5,2592.2,"10:10",22,NA,2,NA,"y",NA,NA,NA,NA
"2021-Jul","2021-07-08","Triquetta","DVM",2,"L",8.5,NA,NA,NA,9,1,112,NA,NA,NA,55,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"L",9,NA,NA,NA,15,1,192,NA,NA,NA,107,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"L",11.5,2563,"10:10",31,NA,2,NA,"y",30,67,NA,NA
"2021-Jul","2021-07-08","Triquetta","DVM",2,"L",12,NA,NA,NA,33,1,292,NA,NA,NA,138,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"L",18,NA,NA,NA,48,1,551,NA,NA,NA,160,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",0.5,1750.2,"10:10",NA,NA,2,NA,"n",NA,NA,NA,NA
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",2,2515.2,"10:10",69,NA,2,NA,"y",62,176,NA,NA
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",5,NA,NA,NA,10,1,103,NA,NA,NA,96,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",6.5,NA,NA,NA,13,1,157,NA,NA,NA,95,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",7,1817.2,"10:10",24,NA,2,NA,"y",24,51,NA,NA
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",9,NA,NA,NA,16,1,218,NA,NA,NA,117,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",10.5,NA,NA,NA,47,1,416,NA,NA,NA,187,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",11,NA,NA,NA,16,1,221,NA,NA,NA,118,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",14,NA,NA,NA,17,1,188,NA,NA,NA,170,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",16,NA,NA,NA,25,1,240,NA,NA,NA,114,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",18,NA,NA,NA,14,1,183,NA,NA,NA,100,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",19,NA,NA,NA,20,1,280,NA,NA,NA,89,"0"
"2021-Jul","2021-07-08","Triquetta","DVM",2,"R",19,NA,NA,NA,40,1,506,NA,NA,NA,127,"0"
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",0.5,NA,NA,NA,10,1,141,NA,NA,NA,85,"0"
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",2,2585,"9:57",40,NA,2,NA,"y",47,103,NA,NA
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",2.2,NA,NA,NA,25,1,208,NA,NA,NA,130,"0"
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",4,2117.2,"9:57",31,NA,2,NA,"y",35,81,NA,NA
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",4,NA,NA,NA,20,1,264,NA,NA,NA,80,"0"
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",7.5,1897.2,"9:57",63,NA,2,NA,"y",66,120,NA,NA
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",10,NA,NA,NA,7,1,117,NA,NA,NA,50,"0"
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",15,NA,NA,NA,13,1,206,NA,NA,NA,90,"0"
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",15,NA,NA,NA,17,1,285,NA,NA,NA,80,"0"
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",15,NA,NA,NA,19,1,212,NA,NA,NA,90,"0"
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",17,1843,"9:57",35,NA,2,NA,"y",50,114,NA,NA
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",19,2562,"9:57",92,NA,2,NA,"y",95.5,240,NA,NA
"2021-Jul","2021-07-08","Triquetta","KH",3,"L",19.2,NA,NA,NA,11,1,196,NA,NA,NA,60,"0"
"2021-Jul","2021-07-08","Triquetta","KH",3,"R",14.5,1820.2,"9:57",67,NA,2,NA,"y",53.5,137,NA,NA
"2021-Jul","2021-07-08","Triquetta","KH",3,"R",17.5,NA,NA,NA,7,1,187,NA,NA,NA,60,"0"
"2021-Jul","2021-07-08","Triquetta","KH",3,"R",17.5,NA,NA,NA,16,1,228,NA,NA,NA,80,"0"
"2021-Jul","2021-07-08","Triquetta","KH",3,"R",20,NA,NA,NA,31,1,409,NA,NA,NA,140,"0"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"L",1.3,204,"11:00",82,NA,2,NA,"y",82,150,NA,NA
"2021-Jul","2021-07-08","Triquetta","ZM",1,"L",10,NA,NA,NA,12,1,186,NA,NA,NA,85,"0"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"L",10.5,NA,NA,NA,30,1,407,NA,NA,NA,139,"0"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"L",13,NA,NA,NA,21,1,306,NA,NA,NA,140,"0"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"L",13.2,209,"11:00",37,NA,2,NA,"y",29,64,NA,NA
"2021-Jul","2021-07-08","Triquetta","ZM",1,"L",17.5,NA,NA,NA,21,1,305,NA,NA,NA,102,"0"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"L",20,NA,NA,NA,39,1,565,NA,NA,NA,175,"0"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"R",0,224,"11:00",16,NA,2,NA,"y",16,46,NA,NA
"2021-Jul","2021-07-08","Triquetta","ZM",1,"R",3.2,214,"11:00",20,NA,2,NA,"y",NA,NA,NA,NA
"2021-Jul","2021-07-08","Triquetta","ZM",1,"R",6.5,NA,NA,NA,17,1,352,NA,NA,NA,143,"0"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"R",7,NA,NA,NA,46,1,430,NA,NA,NA,180,"L"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"R",8,NA,NA,NA,28,1,440,NA,NA,NA,88,"0"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"R",8.5,NA,NA,NA,19,1,228,NA,NA,NA,143,"0"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"R",9,NA,NA,NA,39,1,234,NA,NA,NA,185,"0"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"R",14,NA,NA,NA,33,1,358,NA,NA,NA,116,"0"
"2021-Jul","2021-07-08","Triquetta","ZM",1,"R",19,211,"11:00",33,NA,2,NA,"y",44,45,NA,NA
"2021-Jul","2021-07-18","Manley","DVM",2,"L",13,2574,"16:00:00",22,NA,3,205,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Manley","DVM",2,"L",18,2047.2,"16:00:00",83,NA,3,513,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Manley","DVM",2,"R",17.5,2573,"16:00:00",23,NA,3,125,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Manley","GSB",1,"L",10,NA,NA,NA,13,1,116,NA,NA,NA,60,"0"
"2021-Jul","2021-07-18","Manley","GSB",1,"L",10,NA,NA,NA,22,1,174,NA,NA,NA,79,"0"
"2021-Jul","2021-07-18","Manley","GSB",1,"R",7.5,NA,NA,NA,18,1,158,NA,NA,NA,96,"0"
"2021-Jul","2021-07-18","Manley","GSB",1,"R",8,NA,NA,NA,10,1,109,NA,NA,NA,106,"0"
"2021-Jul","2021-07-18","Manley","GSB",1,"R",10,NA,NA,NA,42,1,217,NA,NA,NA,106,"0"
"2021-Jul","2021-07-18","Manley","GSB",2,"L",13,NA,NA,NA,53,1,509,NA,NA,NA,243,"L"
"2021-Jul","2021-07-18","Manley","GSB",2,"L",20,NA,NA,NA,26,1,217,NA,NA,NA,116,"0"
"2021-Jul","2021-07-18","Manley","GSB",2,"R",7,NA,NA,NA,9,1,100,NA,NA,NA,81,"0"
"2021-Jul","2021-07-18","Manley","KH",3,"L",3,2591,"15:43:00",21,NA,3,178,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Manley","KH",3,"L",3.5,2545,"15:43:00",22,NA,3,250,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Manley","KH",3,"L",15,276.2,"15:43:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2021-Jul","2021-07-18","Manley","KH",3,"R",4,2554.2,"15:43:00",34,NA,3,308,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Manley","KH",3,"R",4.2,2080.2,"15:43:00",25,NA,3,200,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Manley","ZM",1,"L",6,222,"16:00:00",40,NA,3,256,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Manley","ZM",1,"L",18,1803.2,"16:00:00",44,NA,3,375,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Manley","ZM",1,"R",12,219,"16:00:00",64,NA,3,451,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","DVM",2,"L",4.5,NA,NA,NA,31,1,294,NA,NA,NA,130,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"L",5,2592.2,"12:35:00",39,NA,3,251,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","DVM",2,"L",8,NA,NA,NA,12,1,152,NA,NA,NA,70,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"L",8,NA,NA,NA,14,1,234,NA,NA,NA,60,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"L",8,NA,NA,NA,24,1,287,NA,NA,NA,100,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"L",11.5,2563,"12:35:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",0.5,1750.2,"12:35:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",1,NA,NA,NA,22,1,25,NA,NA,NA,130,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",2,2515.2,"12:35:00",74,NA,3,559,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",2,NA,NA,NA,13,1,176,NA,NA,NA,100,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",3.5,NA,NA,NA,10,1,144,NA,NA,NA,95,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",5.5,NA,NA,NA,8,1,156,NA,NA,NA,70,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",5.5,NA,NA,NA,9,1,161,NA,NA,NA,80,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",5.5,NA,NA,NA,24,1,245,NA,NA,NA,150,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",6,NA,NA,NA,21,1,270,NA,NA,NA,100,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",7,1817.2,"12:35:00",26,NA,3,154,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",8.5,NA,NA,NA,18,1,236,NA,NA,NA,130,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",10,NA,NA,NA,49,1,421,NA,NA,NA,150,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",11,NA,NA,NA,18,1,236,NA,NA,NA,0,"0"
"2021-Jul","2021-07-18","Triquetta","DVM",2,"R",12,NA,NA,NA,20,1,412,NA,NA,NA,136,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,"L",2,NA,NA,NA,5,1,273,NA,NA,NA,117,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,"L",2,NA,NA,NA,73,1,432,NA,NA,NA,241,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,"R",1,NA,NA,NA,6,1,218,NA,NA,NA,72,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,3,NA,NA,NA,30,1,343,NA,NA,NA,174,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,NA,NA,NA,NA,4,1,116,NA,NA,NA,53,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,NA,NA,NA,NA,11,1,145,NA,NA,NA,67,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,NA,NA,NA,NA,11,1,213,NA,NA,NA,80,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,NA,NA,NA,NA,17,1,280,NA,NA,NA,115,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,NA,NA,NA,NA,21,1,285,NA,NA,NA,138,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,NA,NA,NA,NA,22,1,316,NA,NA,NA,175,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,NA,NA,NA,NA,28,1,344,NA,NA,NA,166,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,NA,NA,NA,NA,28,1,387,NA,NA,NA,124,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,NA,NA,NA,NA,31,1,367,NA,NA,NA,150,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,NA,NA,NA,NA,43,1,534,NA,NA,NA,220,"0"
"2021-Jul","2021-07-18","Triquetta","GSB",1,NA,NA,NA,NA,NA,50,1,577,NA,NA,NA,271,"L"
"2021-Jul","2021-07-18","Triquetta","KH",3,"L",2,2585,"12:35:00",40,NA,3,253,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","KH",3,"L",4,2117.2,"12:35:00",36,NA,3,284,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","KH",3,"L",7.5,1897.2,"12:35:00",58,NA,3,361,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","KH",3,"L",17,1843,"12:35:00",36,NA,3,263,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","KH",3,"L",19,2562,"12:35:00",95,NA,3,504,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","KH",3,"R",14.5,1820.2,"12:35:00",70,NA,3,459,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","OP",3,NA,2,NA,NA,NA,29,1,214,NA,NA,NA,120,"0"
"2021-Jul","2021-07-18","Triquetta","OP",3,NA,5,NA,NA,NA,13,1,182,NA,NA,NA,70,"0"
"2021-Jul","2021-07-18","Triquetta","OP",3,NA,16,NA,NA,NA,10,1,286,NA,NA,NA,160,"0"
"2021-Jul","2021-07-18","Triquetta","OP",3,NA,16,NA,NA,NA,12,1,288,NA,NA,NA,100,"0"
"2021-Jul","2021-07-18","Triquetta","OP",3,NA,16,NA,NA,NA,21,1,336,NA,NA,NA,160,"L"
"2021-Jul","2021-07-18","Triquetta","OP",3,NA,16,NA,NA,NA,21,1,338,NA,NA,NA,160,"L"
"2021-Jul","2021-07-18","Triquetta","OP",3,NA,19,NA,NA,NA,10,1,225,NA,NA,NA,65,"0"
"2021-Jul","2021-07-18","Triquetta","OP",3,NA,19,NA,NA,NA,18,1,240,NA,NA,NA,100,"0"
"2021-Jul","2021-07-18","Triquetta","OP",3,NA,20,NA,NA,NA,5,1,165,NA,NA,NA,58,"0"
"2021-Jul","2021-07-18","Triquetta","OP",3,NA,20,NA,NA,NA,32,1,525,NA,NA,NA,115,"L"
"2021-Jul","2021-07-18","Triquetta","ZM",1,"L",1.3,204,"12:35:00",58,NA,3,519,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","ZM",1,"L",13.2,209,"12:35:00",45,NA,3,344,"y",NA,NA,NA,NA
"2021-Jul","2021-07-18","Triquetta","ZM",1,"R",0,224,"12:35:00",29,NA,3,264,"y",NA,NA,NA,NA
