"period","site","diver","transect","side","dist","date","tag","Sbulb_max","data_source"
"2022-Jul","Triquetta","DVM",2,NA,NA,"2022-07-12",NA,51,"nereo_size"
"2022-Jul","Triquetta","DVM",2,NA,NA,"2022-07-12",NA,35,"nereo_size"
"2022-Jul","Triquetta","OP/DVM",3,"R",2.5,"2022-07-13",2674,25,"nereo_metricsT2"
"2022-Jul","Triquetta","OP/DVM",3,"R",3.7,"2022-07-13",2675,33,"nereo_metricsT2"
"2022-Jul","Triquetta","OP/DVM",3,"R",7.7,"2022-07-13",2679,35,"nereo_metricsT2"
"2022-Jul","Triquetta","OP/DVM",3,"L",9,"2022-07-13",221,16,"nereo_metricsT2"
"2022-Jul","Triquetta","OP/DVM",3,"L",12.5,"2022-07-13",208,21,"nereo_metricsT2"
"2022-Jul","Triquetta","OP/DVM",3,"R",15.2,"2022-07-13",73,32,"nereo_metricsT2"
"2022-Jul","Triquetta","OP/DVM",3,"R",16.5,"2022-07-13",223,15,"nereo_metricsT2"
"2022-Jul","Triquetta","OP/DVM",3,"R",20,"2022-07-13",217,18,"nereo_metricsT2"
"2022-Jul","Triquetta","BT/KH",1,"L",2,"2022-07-13",2663,24,"nereo_metricsT2"
"2022-Jul","Triquetta","BT/KH",1,"R",5.4,"2022-07-13",2671,26,"nereo_metricsT2"
"2022-Jul","Triquetta","BT/KH",1,"R",9,"2022-07-13",2676,33,"nereo_metricsT2"
"2022-Jul","Triquetta","BT/KH",1,"L",10,"2022-07-13",2666,30,"nereo_metricsT2"
"2022-Jul","Triquetta","BT/KH",1,"L",12,"2022-07-13",2677,11,"nereo_metricsT2"
"2022-Jul","Triquetta","BT/KH",1,"R",16,"2022-07-13",2678,31,"nereo_metricsT2"
"2022-Jul","Triquetta","BT/KH",2,"R",1,"2022-07-13",2669,35,"nereo_metricsT2"
"2022-Jul","Triquetta","BT/KH",2,"R",5,"2022-07-13",2581,23,"nereo_metricsT2"
"2022-Jul","Triquetta","OP/DVM",3,"R",2.5,"2022-07-24",2674,27,"nereo_metricsT3"
"2022-Jul","Triquetta","OP/DVM",3,"R",3.7,"2022-07-24",2675,35,"nereo_metricsT3"
"2022-Jul","Triquetta","OP/DVM",3,"R",7.7,"2022-07-24",2679,38,"nereo_metricsT3"
"2022-Jul","Triquetta","OP/DVM",3,"L",12.5,"2022-07-24",208,21,"nereo_metricsT3"
"2022-Jul","Triquetta","OP/DVM",3,"R",15.2,"2022-07-24",73,36,"nereo_metricsT3"
"2022-Jul","Triquetta","OP/DVM",3,"R",16.5,"2022-07-24",223,18,"nereo_metricsT3"
"2022-Jul","Triquetta","OP/DVM",3,"R",20,"2022-07-24",217,21,"nereo_metricsT3"
"2022-Jul","Triquetta","BT/KH",1,"L",2,"2022-07-24",2663,27,"nereo_metricsT3"
"2022-Jul","Triquetta","BT/KH",1,"R",5.4,"2022-07-24",2671,30,"nereo_metricsT3"
"2022-Jul","Triquetta","BT/KH",1,"R",9,"2022-07-24",2676,36,"nereo_metricsT3"
"2022-Jul","Triquetta","BT/KH",1,"L",12,"2022-07-24",2677,13,"nereo_metricsT3"
"2022-Jul","Triquetta","BT/KH",1,"R",16,"2022-07-24",2678,33,"nereo_metricsT3"
"2022-Jul","Triquetta","BT/KH",2,"R",1,"2022-07-24",2669,26,"nereo_metricsT3"
"2022-Jul","Triquetta","BT/KH",2,"R",5,"2022-07-24",2581,38,"nereo_metricsT3"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,18,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,20,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,27,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,39,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,31,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,25,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,28,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,25,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,31,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,24,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,35,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,20,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,24,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,24,"nereo_size"
"2022-Jun","Owen","ZM",1,NA,NA,"2022-06-27",NA,32,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,21,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,31,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,25,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,23,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,34,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,6,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,10,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,26,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,35,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,10,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,25,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,24,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,22,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,21,"nereo_size"
"2022-Jun","Owen","LL",2,NA,NA,"2022-06-27",NA,16,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,20,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,25,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,15,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,12,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,11,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,37,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,21,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,11,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,27,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,16,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,30,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,45,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,38,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,32,"nereo_size"
"2022-Jun","Owen","LL",3,NA,NA,"2022-06-27",NA,29,"nereo_size"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",100,41,"nereo_metricsT2"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",98,26,"nereo_metricsT2"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",95,35,"nereo_metricsT2"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",94,42,"nereo_metricsT2"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",92,31,"nereo_metricsT2"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",93,39,"nereo_metricsT2"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",89,36,"nereo_metricsT2"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",85,36,"nereo_metricsT2"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",57,34,"nereo_metricsT2"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",59,28,"nereo_metricsT2"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",56.1,40,"nereo_metricsT2"
"2022-Jun","Owen","LL/OP",NA,NA,NA,"2022-06-29",56,40,"nereo_metricsT2"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,16,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,22,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,25,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,36,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,32,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,18,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,16,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,31,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,36,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,25,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,22,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,37,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,26,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,35,"nereo_size"
"2022-May","Owen","DVM",2,NA,NA,"2022-05-06",NA,22,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,14,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,25,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,13,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,12,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,21,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,16,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,14,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,24,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,15,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,22,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,10,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,24,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,21,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,10,"nereo_size"
"2022-May","Owen","DVM",1,NA,NA,"2022-05-06",NA,12,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,22,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,24,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,24,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,32,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,30,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,10,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,17,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,27,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,20,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,21,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,15,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,16,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,30,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,26,"nereo_size"
"2022-May","Owen","DVM",3,NA,NA,"2022-05-06",NA,12,"nereo_size"
"2023-Jul","Breaker","DVM",1,"L",19,"2023-07-13",2572.1,43,"nereo_metricsT2"
"2023-Jul","Breaker","DVM",1,"L",19.5,"2023-07-13",1750,41,"nereo_metricsT2"
"2023-Jul","Breaker","DVM",1,"R",17.5,"2023-07-13",2540,45,"nereo_metricsT2"
"2023-Jul","Breaker","DVM",1,"R",10,"2023-07-13",2565,45,"nereo_metricsT2"
"2023-Jul","Breaker","DVM",1,"L",9,"2023-07-13",1843,26,"nereo_metricsT2"
"2023-Jul","Breaker","DVM",1,"L",2,"2023-07-13",2542,47,"nereo_metricsT2"
"2023-Jul","Breaker","DVM",1,"R",2,"2023-07-13",2515,44,"nereo_metricsT2"
"2023-Jul","Breaker","DVM",1,"L",5,"2023-07-13",2554,48,"nereo_metricsT2"
"2023-Jul","Breaker","OP",3,"R",18,"2023-07-13",2073,46,"nereo_metricsT2"
"2023-Jul","Breaker","OP",3,"R",18,"2023-07-13",2072,35,"nereo_metricsT2"
"2023-Jul","Breaker","OP",3,"R",18,"2023-07-13",1825,36,"nereo_metricsT2"
"2023-Jul","Breaker","OP",3,"R",15,"2023-07-13",1803,41,"nereo_metricsT2"
"2023-Jul","Breaker","OP",3,"R",15,"2023-07-13",2504,33,"nereo_metricsT2"
"2023-Jul","Breaker","OP",3,"L",15,"2023-07-13",2561,50,"nereo_metricsT2"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,10,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,22,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,24,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,23,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,57,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,14,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,31,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,41,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,39,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,31,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,17,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,42,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,50,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,36,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,24,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,23,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,18,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,48,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,38,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,40,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,34,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,19,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,25,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,38,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,25,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,38,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,47,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,48,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,46,"nereo_size"
"2023-Jul","Breaker","OP",2,NA,NA,"2023-07-13",NA,40,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,41,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,42,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,50,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,38,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,24,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,32,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,28,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,33,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,20,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,37,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,23,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,18,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,35,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,32,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,46,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,37,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,37,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,35,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,26,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,22,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,32,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,29,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,45,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,35,"nereo_size"
"2023-Jul","Breaker","DVM",1,NA,NA,"2023-07-13",NA,23,"nereo_size"
"2023-Jul","Breaker","DVM",1,"L",19,"2023-07-25",2572.1,46,"nereo_metricsT3"
"2023-Jul","Breaker","DVM",1,"R",17.5,"2023-07-25",2540,42,"nereo_metricsT3"
"2023-Jul","Breaker","DVM",1,"R",15,"2023-07-25",2557,44,"nereo_metricsT3"
"2023-Jul","Breaker","DVM",1,"R",10,"2023-07-25",2565,49,"nereo_metricsT3"
"2023-Jul","Breaker","DVM",1,"L",9,"2023-07-25",1843,23,"nereo_metricsT3"
"2023-Jul","Breaker","DVM",1,"L",2,"2023-07-25",2542,47,"nereo_metricsT3"
"2023-Jul","Breaker","DVM",1,"R",2,"2023-07-25",2515,42,"nereo_metricsT3"
"2023-Jul","Breaker","DVM",1,"L",5,"2023-07-25",2554,50,"nereo_metricsT3"
"2023-Jul","Breaker","OP",3,"R",18,"2023-07-25",2073,32,"nereo_metricsT3"
"2023-Jul","Breaker","OP",3,"R",18,"2023-07-25",2072,37,"nereo_metricsT3"
"2023-Jul","Breaker","OP",3,"R",18,"2023-07-25",1825,48,"nereo_metricsT3"
"2023-Jul","Breaker","OP",3,"R",15,"2023-07-25",1803,42,"nereo_metricsT3"
"2023-Jul","Breaker","OP",3,"R",15,"2023-07-25",2504,34,"nereo_metricsT3"
"2023-Jul","Breaker","OP",3,"L",15,"2023-07-25",2561,52,"nereo_metricsT3"
"2023-Jul","Manley","DVM",3,"R",15,"2023-07-14",2595,14,"nereo_metricsT2"
"2023-Jul","Manley","DVM",3,"R",10,"2023-07-14",2600,11,"nereo_metricsT2"
"2023-Jul","Manley","DVM",3,"R",3,"2023-07-14",2596,20,"nereo_metricsT2"
"2023-Jul","Manley","DVM",2,"L",18,"2023-07-14",2598,52,"nereo_metricsT2"
"2023-Jul","Manley","DVM",1,"L",17,"2023-07-14",2593,19,"nereo_metricsT2"
"2023-Jul","Manley","DVM",1,"L",15,"2023-07-14",1697,8,"nereo_metricsT2"
"2023-Jul","Manley","DVM",2,"R",10,"2023-07-14",1911,13,"nereo_metricsT2"
"2023-Jul","Manley","LL",3,"R",3,"2023-07-14",2594,9,"nereo_metricsT2"
"2023-Jul","Manley","LL",3,"L",6,"2023-07-14",2675,12,"nereo_metricsT2"
"2023-Jul","Manley","LL",2,"L",20,"2023-07-14",281,16,"nereo_metricsT2"
"2023-Jul","Manley","LL",2,"R",10,"2023-07-14",1817,32,"nereo_metricsT2"
"2023-Jul","Manley","DCO",3,"R",3,"2023-07-14",2597,18,"nereo_metricsT2"
"2023-Jul","Manley","DCO",3,"L",7,"2023-07-14",1946,33,"nereo_metricsT2"
"2023-Jul","Manley","DCO",3,"R",17,"2023-07-14",2022,28,"nereo_metricsT2"
"2023-Jul","Manley","DCO",3,"R",14,"2023-07-14",2601,43,"nereo_metricsT2"
"2023-Jul","Manley","DVM",1,NA,NA,"2023-07-16",NA,11,"nereo_size"
"2023-Jul","Manley","JMS",2,NA,NA,"2023-07-16",NA,4,"nereo_size"
"2023-Jul","Manley","JMS",2,NA,NA,"2023-07-16",NA,15,"nereo_size"
"2023-Jul","Manley","OP",3,NA,NA,"2023-07-16",NA,7,"nereo_size"
"2023-Jul","Manley","OP",3,NA,NA,"2023-07-16",NA,33,"nereo_size"
"2023-Jul","Manley","DVM",3,"R",15,"2023-07-26",2595,17,"nereo_metricsT3"
"2023-Jul","Manley","DVM",3,"R",10,"2023-07-26",2600,13,"nereo_metricsT3"
"2023-Jul","Manley","DVM",3,"R",3,"2023-07-26",2596,24,"nereo_metricsT3"
"2023-Jul","Manley","DVM",2,"L",18,"2023-07-26",2598,53,"nereo_metricsT3"
"2023-Jul","Manley","DVM",1,"L",17,"2023-07-26",2593,10,"nereo_metricsT3"
"2023-Jul","Manley","DVM",1,"L",15,"2023-07-26",1697,21,"nereo_metricsT3"
"2023-Jul","Manley","DVM",2,"R",10,"2023-07-26",1911,15,"nereo_metricsT3"
"2023-Jul","Manley","LL",3,"R",3,"2023-07-26",2594,11,"nereo_metricsT3"
"2023-Jul","Manley","LL",2,"L",20,"2023-07-26",281,20,"nereo_metricsT3"
"2023-Jul","Manley","LL",2,"R",10,"2023-07-26",1817,40,"nereo_metricsT3"
"2023-Jul","Manley","DCO",3,"R",3,"2023-07-26",2597,22,"nereo_metricsT3"
"2023-Jul","Manley","DCO",3,"L",7,"2023-07-26",1946,36,"nereo_metricsT3"
"2023-Jul","Manley","DCO",3,"R",17,"2023-07-26",2022,28,"nereo_metricsT3"
"2023-Jul","Manley","DCO",3,"R",14,"2023-07-26",2601,45,"nereo_metricsT3"
"2023-Jul","North","LL",NA,NA,NA,"2023-07-12",1921,49,"nereo_metricsT2"
"2023-Jul","North","LL",NA,NA,NA,"2023-07-12",2563,35,"nereo_metricsT2"
"2023-Jul","North","LL",NA,NA,NA,"2023-07-12",2080,43,"nereo_metricsT2"
"2023-Jul","North","LL",NA,NA,NA,"2023-07-12",1891,54,"nereo_metricsT2"
"2023-Jul","North","LL",NA,NA,NA,"2023-07-12",1714,49,"nereo_metricsT2"
"2023-Jul","North","LL",NA,NA,NA,"2023-07-12",276,43,"nereo_metricsT2"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-12",2578,40,"nereo_metricsT2"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-12",2544,47,"nereo_metricsT2"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-12",1952,34,"nereo_metricsT2"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-12",1820,30,"nereo_metricsT2"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-12",2066,50,"nereo_metricsT2"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-12",2117,39,"nereo_metricsT2"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-12",2070,44,"nereo_metricsT2"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-12",1799,43,"nereo_metricsT2"
"2023-Jul","North","LL",NA,NA,NA,"2023-07-25",2563,39,"nereo_metricsT3"
"2023-Jul","North","LL",NA,NA,NA,"2023-07-25",2080,48,"nereo_metricsT3"
"2023-Jul","North","LL",NA,NA,NA,"2023-07-25",1891,57,"nereo_metricsT3"
"2023-Jul","North","LL",NA,NA,NA,"2023-07-25",276,45,"nereo_metricsT3"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-25",2578,47,"nereo_metricsT3"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-25",2544,50,"nereo_metricsT3"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-25",1952,35,"nereo_metricsT3"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-25",1820,35,"nereo_metricsT3"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-25",2066,53,"nereo_metricsT3"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-25",2117,36,"nereo_metricsT3"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-25",2070,35,"nereo_metricsT3"
"2023-Jul","North","OP",NA,NA,NA,"2023-07-25",1799,45,"nereo_metricsT3"
"2023-Jul","Ratatouille","DVM",1,"R",3,"2023-07-13",8,56,"nereo_metricsT2"
"2023-Jul","Ratatouille","DVM",1,"L",2.5,"2023-07-13",2,52,"nereo_metricsT2"
"2023-Jul","Ratatouille","DVM",1,"R",4,"2023-07-13",7,18,"nereo_metricsT2"
"2023-Jul","Ratatouille","DVM",1,"L",5,"2023-07-13",3,21,"nereo_metricsT2"
"2023-Jul","Ratatouille","DVM",1,"R",8,"2023-07-13",6,26,"nereo_metricsT2"
"2023-Jul","Ratatouille","DVM",1,"L",9,"2023-07-13",1,33,"nereo_metricsT2"
"2023-Jul","Ratatouille","DVM",1,"L",11,"2023-07-13",4,29,"nereo_metricsT2"
"2023-Jul","Ratatouille","DVM",1,"R",11,"2023-07-13",5,40,"nereo_metricsT2"
"2023-Jul","Ratatouille","OP",3,"R",0.5,"2023-07-13",223,27,"nereo_metricsT2"
"2023-Jul","Ratatouille","OP",3,"R",1,"2023-07-13",209,37,"nereo_metricsT2"
"2023-Jul","Ratatouille","OP",3,"R",0,"2023-07-13",1797,35,"nereo_metricsT2"
"2023-Jul","Ratatouille","OP",3,"R",1.2,"2023-07-13",220,57,"nereo_metricsT2"
"2023-Jul","Ratatouille","OP",3,"L",1,"2023-07-13",1765,39,"nereo_metricsT2"
"2023-Jul","Ratatouille","OP",3,"R",1.5,"2023-07-13",222,21,"nereo_metricsT2"
"2023-Jul","Ratatouille","OP",3,"R",1.2,"2023-07-13",434,34,"nereo_metricsT2"
"2023-Jul","Ratatouille","DVM",1,NA,NA,"2023-07-13",NA,25,"nereo_size"
"2023-Jul","Ratatouille","DVM",1,NA,NA,"2023-07-13",NA,40,"nereo_size"
"2023-Jul","Ratatouille","DVM",1,NA,NA,"2023-07-13",NA,45,"nereo_size"
"2023-Jul","Ratatouille","DVM",1,NA,NA,"2023-07-13",NA,55,"nereo_size"
"2023-Jul","Ratatouille","DVM",1,NA,NA,"2023-07-13",NA,25,"nereo_size"
