period,date,site,contour,transect,diver,tag,stipeL,bladeL,Bwidth,pneuD,Sbulb_max,Sbulb_10,Sbulb_15,Bcount,bladeW,stipeW,Psori,comments,sampleID,uniqueID,"*** stipeL /bladeL = cm, bladeWidth/pneuD/Sbulb_max/Sbulb_10/Sbulb_15 = mm, bladeW/stipeW = kg"
2019-Jul,2019-07-21,Breaker,na,na,OP,na,na,na,na,na,na,na,na,na,0.15,na,na,extra blade bits,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,321,67,5,77,37,30,na,34,0.44,0.44,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,296,80,6,85,46,41,na,46,0.8,1.14,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,249,40,4.5,84,42,32,na,35,0.3,0.6,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,226,60,4.1,70,30,23,na,33,0.33,0.25,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,228,90,5.2,81,40,35,na,36,0.9,0.64,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,254,130,10,84,57,55,na,40,2.34,1.71,L,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,309,105,7.3,75,52,44,na,44,1.75,1.06,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,295,110,5,90,38,34,na,62,2.05,0.97,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,240,85,5.5,76,35,30,na,59,1.2,0.55,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,158,80,5,79,35,25,na,34,0.66,0.35,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,170,90,6,73,22,15,na,36,0.64,0.19,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,240,65,5.9,71,33,21,na,39,0.5,0.36,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,158,70,5.4,72,47,35,na,34,1.09,0.68,L,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,264,75,4.7,70,42,26,na,35,0.37,0.36,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,262,75,5.2,74,40,27,na,40,0.64,0.36,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,337,100,9.1,82,60,55,na,46,2.34,1.67,H,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,234,90,7.1,80,38,28,na,54,1.08,0.55,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,177,100,6.6,77,45,36,na,73,1.71,0.7,L,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,243,40,5,61,29,18,na,36,0.04,0.19,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,308,90,5.8,74,40,34,na,55,0.95,0.64,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,164,60,5.1,77,33,22,na,37,0.47,0.33,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,192,30,5.8,71,38,24,na,46,0.32,0.34,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,223,70,8.1,74,37,30,na,27,0.39,0.42,0,,na,na,
2019-Jul,2019-07-21,Stirling,na,1,OP,na,na,na,na,na,na,na,na,na,0.63,na,na,extra blade bits,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,313,128,5.5,98,53,49,na,69,2.73,2.04,H,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,336,136,4.4,62,31,21,na,30,0.23,0.21,0,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,246,130,4,56,31,22,na,24,0.03,0.15,0,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,401,55,6,67,29,19,na,44,1.87,0.46,H,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,340,69,7.2,87,40,35,na,51,1.43,0.81,H,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,467,134,6.7,77,40,37,na,57,1.51,1.41,H,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,328,67,4.8,72,35,29,na,46,0.36,0.43,0,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,345,70,4.8,64,33,23,na,35,0.27,0.22,0,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,364,110,7.5,80,39,32,na,50,1.2,0.75,L,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,190,25,4.4,52,11,3,na,16,0.4,0.06,0,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,225,60,3.9,71,22,19,na,22,0.23,0.2,0,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,183,60,4.2,72,30,24,na,13,0.1,0.23,0,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,326,60,5.9,67,34,23,na,34,0.36,0.27,0,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,124,23,2.6,50,15,3,na,15,0.03,0.04,0,,na,na,
2019-Jul,2019-07-20,Second_intertidal,na,1,OP,na,275,80,6.6,72,35,29,na,50,0.73,0.42,0,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,810,63,2.1,82,31,27,na,45,0.26,0.54,0,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,1415,146,5.8,88,37,32,na,42,1.16,1.07,0,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,1080,110,6.7,99,52,52,na,76,2.03,4.04,0,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,1236,100,5,77,42,42,na,69,0.99,1.98,0,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,827,150,7.4,90,45,42,na,47,1.53,1.9,0,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,1488,94,5.2,80,41,37,na,61,1.01,1.35,L,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,1011,92,5,83,49,44,na,56,1.08,0.76,L,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,1117,84,5.3,93,41,34,na,33,0.71,1.28,L,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,787,114,4.1,79,43,34,na,54,1.52,1.76,L,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,1144,153,5,83,41,34,na,42,1.5,1.22,L,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,976,90,4.7,74,35,29,na,34,0.38,0.68,0,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,1116,125,6,88,45,39,na,35,1.12,1.43,L,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,840,159,8.6,105,53,45,na,80,4.34,2.74,L,,na,na,
2019-Aug,2019-08-22,McMullins,na,na,OP,na,na,na,na,na,na,na,na,na,0.83,na,na,extra blade bits,na,na,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,544,248,6,92,41,38,na,83,3.63,1.37,0,,1,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,522,160,4,85,45,40,na,71,1.99,1.27,0,,2,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,643,250,8,117,54,50,na,116,6.81,2.45,0,,3,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,450,190,5,86,45,37,na,70,1.75,0.92,0,,4,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,376,70,2,66,16,8,na,16,0.09,0.13,0,,5,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,306,80,3.5,71,20,14,na,24,0.22,0.18,0,,6,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,427,90,2.5,71,21,16,na,52,0.35,1.28,0,,7,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,526,150,4,86,45,42,na,72,1.09,0.24,0,,8,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,529,100,4,77,31,24,na,49,0.58,0.43,0,,9,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,420,100,2.5,76,31,25,na,41,0.39,0.37,0,,10,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,183,70,3,70,19,15,na,26,0.16,0.15,0,,11,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,447,90,4.5,90,34,26,na,63,0.67,0.54,0,,12,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,403,45,3.5,68,22,16,na,25,0.1,0.16,0,,13,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,519,170,5,88,36,31,na,38,1.97,0.7,0,,14,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,445,120,5,85,22,16,na,32,0.58,0.31,0,,15,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,106,60,6,52,18,5,na,31,0.08,0.05,0,,21,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,432,70,2.5,65,17,10,na,15,0.2,0.13,0,,16,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,372,130,3.5,71,17,16,na,53,0.45,0.23,0,,17,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,394,130,5,76,20,15,na,86,0.58,0.23,0,,18,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,153,40,3,51,5,3,na,7,0.03,0.04,0,,19,,
2020-Jul,2020-07-09,Triquetta,na,na,OP,na,419,80,4,76,24,18,na,39,0.32,0.28,0,,20,,
2020-Jul,2020-07-07,Second_intertidal,na,1,OP,na,293,190,5,71,40,32,na,47,1.39,0.56,0,,,,
2020-Jul,2020-07-07,Second_intertidal,na,1,OP,na,388,175,5.5,81,38,35,na,70,2.27,1.08,0,,,,
2020-Jul,2020-07-07,Second_intertidal,na,1,OP,na,423,180,6,87,34,32,na,67,1.92,0.84,0,,,,
2020-Jul,2020-07-07,Second_intertidal,na,1,OP,na,356,120,4.5,77,36,29,na,58,0.93,0.46,0,,,,
2020-Jul,2020-07-07,Second_intertidal,na,1,OP,na,138,70,2.5,70,24,14,na,22,0.16,0.17,0,,,,
2020-Jul,2020-07-07,Second_intertidal,na,1,OP,na,312,140,4.5,73,34,29,na,41,0.79,0.45,0,,,,
2020-Jul,2020-07-07,Second_intertidal,na,1,OP,na,244,110,3,68,31,23,na,41,0.52,0.34,0,,,,
2020-Jul,2020-07-07,Second_intertidal,na,1,OP,na,280,140,5,75,33,24,na,41,0.83,0.35,0,,,,
2020-Jul,2020-07-07,Second_intertidal,na,1,OP,na,254,175,5,77,29,23,na,38,1.19,0.4,0,,,,
2020-Jul,2020-07-07,Second_intertidal,na,1,OP,na,248,100,3,67,25,18,na,39,0.3,0.21,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,240,120,7.5,60,32,25,na,45,1.14,0.31,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,157,90,6,53,31,23,na,34,0.66,0.22,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,367,150,12,64,47,45,na,49,2.76,1.2,L,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,203,60,8,64,31,27,na,21,0.4,0.27,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,180,90,7,77,30,24,na,33,0.93,0.37,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,274,70,7,70,36,28,na,47,0.54,0.38,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,250,130,8,61,44,42,na,46,1.62,1.15,L,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,241,130,8,67,32,30,na,64,2.33,0.57,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,184,120,9,75,30,25,na,41,1.43,0.41,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,175,100,6,49,20,18,na,24,0.54,0.16,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,198,110,7,52,19,13,na,26,0.66,0.19,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,208,70,5,56,22,15,na,21,0.26,0.12,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,522,120,13,81,32,30,na,47,3.04,1.1,H,lost sori,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,247,170,7,77,43,36,na,44,1.83,0.82,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,327,100,10,54,32,32,na,42,1.01,0.54,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,315,100,9,72,40,26,na,34,1.1,1.47,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,172,70,5,66,28,17,na,22,0.26,0.2,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,208,90,9,50,20,20,na,37,1.05,0.25,0,,,,
2020-Jul,2020-07-15,North_tombolo_sparse,na,1,op,na,na,na,na,na,na,na,na,na,0.66,na,na,extra,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,273,110,9,71,48,38,na,27,1.13,0.82,H,lost sori,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,280,90,8,82,47,41,na,93,1.42,1.09,H,,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,169,80,4,71,36,32,na,33,0.53,0.35,0,,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,215,40,2.5,61,30,22,na,29,0.15,0.2,0,,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,224,100,7,68,49,46,na,41,1.24,1,H,lost sori,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,222,90,4.5,63,42,36,na,29,0.52,0.49,H,lost sori,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,225,70,4,78,37,31,na,32,0.46,0.41,H,lost sori,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,205,120,8,79,45,41,na,40,1.63,0.9,H,lost sori,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,104,90,5.5,73,44,41,na,49,1.05,0.62,H,lost sori,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,245,80,5,65,27,23,na,32,0.47,0.32,0,,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,186,100,7,62,31,27,na,34,0.5,0.26,0,,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,292,150,8,82,40,34,na,44,2.78,0.7,0,,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,242,80,7.5,56,22,18,na,10,0.16,0.21,0,,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,206,70,7,74,41,34,na,24,0.63,0.67,H,lost sori,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,318,170,7,70,45,40,na,51,2.19,0.87,L,,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,204,60,6.5,61,32,22,na,33,0.4,0.28,0,,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,220,140,7,81,46,42,na,32,1.42,0.87,0,,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,238,120,6,55,38,30,na,22,0.5,0.41,0,,,,
2020-Jul,2020-07-15,North_tombolo_dense,na,1,OP,na,na,na,na,na,na,na,na,na,0.35,na,na,extra,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,241,180,5.5,71,22,na,na,25,0.49,0.2,na,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,186,90,5.5,64,24,na,na,35,0.2,0.15,na,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,272,170,6,80,35,na,na,32,1.29,0.54,na,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,166,130,5.5,56,14,na,na,45,0.23,0.09,na,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,468,130,8,68,35,na,na,21,1.96,0.94,na,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,297,200,5.5,69,47,na,na,46,1.14,0.8,na,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,490,150,7.5,72,39,na,na,19,1.38,0.88,na,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,357,160,6,72,38,na,na,33,1.18,0.57,na,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,235,95,5,69,38,na,na,45,0.93,0.46,0,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,200,150,6,72,25,na,na,34,0.84,0.26,0,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,335,100,5.5,75,45,na,na,45,0.79,0.58,0,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,478,285,7.5,73,36,na,na,52,1.93,0.85,L,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,229,150,10.5,80,39,na,na,35,2.18,0.61,L,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,443,165,9.5,96,46,na,na,50,2.52,1.44,L,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,398,170,7,70,43,na,na,50,2.07,0.83,L,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,169,120,7,72,20,na,na,24,0.35,0.19,0,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,309,110,7,72,38,na,na,41,1.4,0.81,0,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,299,190,8.5,88,52,na,na,39,2.63,1.52,L,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,377,170,6,73,47,na,na,59,2.43,1.14,0,,,,
2021-Jul,2021-07-07,Breaker,na,na,OP,na,345,190,11,77,50,na,na,54,3.58,1.08,L,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,379,160,5,95,36,na,na,71,2.14,0.7,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,254,160,4.5,76,27,na,na,34,0.7,0.32,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,280,110,4.5,77,25,na,na,25,0.39,0.25,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,288,130,5,82,27,na,na,58,0.91,0.37,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,241,130,5,70,13,na,na,36,0.45,0.17,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,252,150,4.5,72,22,na,na,27,0.24,0.26,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,229,130,5,70,16,na,na,28,0.47,0.18,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,253,140,6,83,25,na,na,43,0.83,0.36,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,476,100,5,90,45,na,na,68,1.53,1.1,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,237,90,4,64,14,na,na,20,0.16,0.09,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,534,180,6.5,97,48,na,na,99,3.68,1.26,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,197,70,4.5,59,10,na,na,21,0.16,0.08,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,473,170,4.5,95,46,na,na,79,2.56,1.11,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,372,280,7.5,98,35,na,na,68,2.99,0.78,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,470,270,5.5,106,42,na,na,62,3.74,1.36,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,453,180,6.5,92,28,na,na,85,3.75,0.81,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,369,250,7,87,28,na,na,66,2.28,0.56,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,221,110,5.5,72,19,na,na,34,0.38,0.2,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,278,160,6,87,29,na,na,50,0.93,0.41,na,,,,
2021-Jul,2021-07-08,Triquetta,na,na,OP,na,396,230,7,85,25,na,na,58,1.45,0.37,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,470,150,6,74,42,na,na,39,1.17,0.65,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,324,50,4,55,25,na,na,32,0.2,0.2,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,517,250,7,95,52,na,na,29,2.88,1.59,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,371,80,4.5,56,16,na,na,16,0.15,0.1,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,291,70,4,52,15,na,na,16,0.1,0.06,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,271,90,5,54,17,na,na,17,0.09,0.08,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,477,210,11,74,40,na,na,37,1.82,0.82,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,541,150,4,78,30,na,na,38,0.81,0.35,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,451,140,5,66,23,na,na,29,0.45,0.19,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,191,45,4,55,16,na,na,23,0.4,0.09,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,174,38,3.5,50,12,na,na,19,0.03,0.07,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,308,135,4.5,69,32,na,na,22,0.48,0.34,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,188,45,3.5,48,19,na,na,15,0.04,0.06,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,474,170,7,78,37,na,na,54,1.99,0.77,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,524,220,11,97,61,na,na,70,6.27,3.32,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,679,210,7,77,55,na,na,63,3.43,2.78,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,449,115,6,70,30,na,na,38,0.6,0.32,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,470,200,8,76,46,na,na,56,4.45,1.24,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,536,200,5,73,47,na,na,82,3.8,1.51,na,,,,
2021-Jul,2021-07-06,Ratatouille,na,na,OP,na,618,200,7,71,49,na,na,53,3.25,1.91,na,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,925,180,na,67,35,na,na,0,0,1.5,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,591,200,6,69,37,na,na,14,0.76,0.95,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,492,230,7,74,38,na,na,23,1.33,0.82,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,455,274,8,60,33,na,na,21,2.15,0.88,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,582,160,5,54,29,na,na,20,0.52,0.57,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,593,260,8,74,42,na,na,28,2.19,1.07,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,767,340,8,62,27,na,na,24,3.18,1.44,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,696,170,6,73,36,na,na,32,0.47,0.63,0,lots small blades,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,707,280,8,68,36,na,na,20,2.32,0.92,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,413,107,5,55,25,na,na,20,0.08,0.2,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,370,270,7,69,38,na,na,24,1.76,0.95,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,491,280,8,76,45,na,na,21,2.31,1.38,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,506,310,7,69,35,na,na,29,3.31,1.11,L,"Data Sheet recorded as ""YES""",,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,695,310,8,67,32,na,na,20,2.27,0.79,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,562,270,6,69,41,na,na,20,2.19,1.1,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,662,202,5,58,31,na,na,19,0.8,0.65,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,526,374,8,74,45,na,na,21,4.07,1.67,L,"Data Sheet recorded as ""YES""",,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,483,286,8,81,42,na,na,19,2.66,1.18,L,"Data Sheet recorded as ""YES""",,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,604,322,7,71,38,na,na,24,1.66,1.12,0,,,,
2022-Jun,2022-06-27,Owen,na,na,OP,na,513,120,5,64,27,na,na,21,0.57,0.42,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,286,120,5.5,86,29,na,na,56,0.87,0.45,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,363,160,6.9,85,37,na,na,43,1.5,0.97,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,563,200,5,72,38,na,na,47,1.21,0.54,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,406,120,4.5,75,19,na,na,30,0.39,0.26,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,313,140,6.3,80,41,na,na,52,1.01,0.79,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,416,200,9.5,85,44,na,na,44,2.35,1.06,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,335,120,4.2,65,20,na,na,30,0.3,0.19,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,451,240,7,91,51,na,na,55,2.98,1.32,L,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,423,65,2.8,62,19,na,na,25,0.19,0.14,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,400,150,5.6,80,32,na,na,44,0.96,0.61,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,480,250,7.4,81,52,na,na,64,3.23,1.9,L,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,414,60,3.7,66,26,na,na,26,0.14,0.28,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,193,90,3.2,58,19,na,na,27,0.18,0.15,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,396,50,3.4,47,13,na,na,15,0.06,0.08,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,427,120,3.4,75,29,na,na,44,0.54,0.42,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,451,182,6.9,87,36,na,na,72,1.56,0.67,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,242,120,3,66,10,na,na,36,0.23,0.12,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,374,233,7,84,36,na,na,37,1.49,0.67,0,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,614,360,9.2,102,60,na,na,73,9.29,3.36,L,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,543,210,9.4,82,38,na,na,40,2.61,1.21,L,,,,
2022-Jul,2022-07-12,Ratatouille,na,na,OP,na,524,410,8.7,96,65,na,na,67,7.65,3.14,H,,,,
