period,date,site,contour,transect,diver,tag,stipeL,bladeL,Bwidth,pneuD,Sbulb_max,Sbulb_10,Sbulb_15,Bcount,bladeW,stipeW,Psori,comments,sampleID,uniqueID,"*** stipeL /bladeL = cm, bladeWidth/pneuD/Sbulb_max/Sbulb_10/Sbulb_15 = mm, bladeW/stipeW = kg"
2018-Aug,2018-08-27,North,na,na,NAP/OP,na,200,110,na,58,na,13,11,19,0.12,0.14,na,,na,na,
2018-Aug,2018-08-27,North,na,na,NAP/OP,na,407,220,na,71,na,45,43,40,2.93,1.29,na,,na,na,
2018-Aug,2018-08-27,North,na,na,NAP/OP,na,460,248,na,83,na,46,44,32,2.64,1.69,na,,na,na,
2018-Aug,2018-08-27,North,na,na,NAP/OP,na,458,219,na,75,na,39,38,29,1.22,1.31,na,,na,na,
2018-Aug,2018-08-27,North,na,na,NAP/OP,na,486,223,na,70,na,43,42,40,3.65,2.02,na,,na,na,
2018-Aug,2018-08-27,North,na,na,NAP/OP,na,418,100,na,62,na,30,17,20,0.52,0.39,na,,na,na,
2018-Aug,2018-08-27,North,na,na,NAP/OP,na,336,190,na,80,na,53,50,60,5.44,2.65,na,,na,na,
2018-Aug,2018-08-27,North,na,na,NAP/OP,na,429,175,na,88,na,45,45,50,3.74,1.74,na,,na,na,
2018-Aug,2018-08-27,North,na,na,NAP/OP,na,420,100,na,77,na,43,42,27,0.88,1.22,na,,na,na,
2018-Aug,2018-08-27,North,na,na,NAP/OP,na,463,160,na,83,na,54,50,67,3.68,2.24,na,,na,na,
2018-Aug,2018-08-27,North,na,na,NAP/OP,na,310,40,na,42,na,7,6,12,0.06,0.09,na,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,534,155,7,69,32,7,na,43,0.71,0.37,0,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,353,225,8,86,39,na,na,38,1.61,0.69,0,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,305,150,6.2,68,19,na,na,29,0.35,0.14,0,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,152,80,3.5,64,20,na,na,18,0.14,0.12,0,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,305,220,7.2,84,39,na,na,63,2.05,0.67,0,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,386,210,5.9,84,33,na,na,33,1.24,0.54,0,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,444,100,4.7,75,17,na,na,23,0.2,0.18,0,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,428,280,7,79,41,na,na,59,4.09,0.85,0,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,468,330,12,98,54,na,na,74,7.15,2.12,L,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,286,100,5.5,70,20,na,na,25,0.41,0.2,0,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,458,200,10,84,37,na,na,57,1.89,0.59,0,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,309,200,9,86,28,na,na,21,0.79,0.44,0,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,491,200,9.1,41,40,na,na,40,3.11,1.24,na,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,315,160,7,46,20,na,na,32,0.74,0.27,na,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,225,55,6.3,na,11,na,na,27,0.1,0.11,na,pneuD is 18,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,323,180,8,40,29,na,na,29,1.62,0.58,na,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,413,150,6.8,32,23,na,na,39,0.99,0.34,na,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,670,130,7,33,27,na,na,43,0.78,0.42,na,,na,na,
2019-Jul,2019-07-02,Second,na,na,OP,na,530,85,7,na,10,na,na,36,0.33,0.14,na,pneuD is 15,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,364,95,4,74,32,26,na,26,0.42,0.49,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,543,198,8,73,63,59,na,54,4.36,3.36,L,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,314,110,6.4,75,32,29,na,32,0.51,0.67,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,733,70,5.5,57,32,25,na,21,0.2,0.35,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,324,150,9.2,79,54,48,na,48,1.96,1.2,L,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,470,70,7,72,40,33,na,27,0.55,0.77,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,445,70,4.3,62,40,32,na,32,0.47,0.62,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,576,240,7.9,85,61,55,na,74,5.52,2.61,L,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,519,240,10,66,56,50,na,41,2.89,2.05,H,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,429,56,5,66,33,20,na,29,0.18,0.3,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,310,147,6.3,72,34,30,na,37,1.45,0.7,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,214,49,7,55,21,12,na,17,0.15,0.13,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,417,86,5.6,56,41,32,na,31,0.52,0.64,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,282,112,7.2,64,32,25,na,36,0.84,0.39,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,565,135,10,66,41,34,na,41,1.86,1.06,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,483,85,6.5,72,39,32,na,37,0.56,0.63,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,162,70,5,60,21,11,na,16,0.21,0.16,0,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,494,190,9,80,61,40,na,89,6.08,2.76,H,,na,na,
2019-Jul,2019-07-16,Choked_south,shallow,2,OP,na,na,na,na,na,na,na,na,na,0.81,na,na,extra blade bits,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,653,200,11,88,68,64,na,54,3.78,4.03,L,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,795,230,9.1,81,48,46,na,62,3.66,2.02,L,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,653,250,8.8,94,51,49,na,48,3.13,1.5,L,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,794,260,12,104,66,62,na,51,6.59,4.63,H,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,672,250,9,91,52,49,na,44,5.08,2.54,L,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,687,140,7,78,42,38,na,49,2.01,1.14,0,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,608,240,11.8,82,52,48,na,35,2.6,1.9,L,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,683,170,12,91,43,41,na,36,2.3,1.93,0,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,722,160,8,76,31,49,na,41,2.24,2.49,0,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,893,300,13.4,85,65,64,na,39,6.5,4.34,L,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,695,160,8,78,52,47,na,44,2.24,1.62,0,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,680,180,14.2,98,50,51,na,27,1.98,2.85,L,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,803,280,8,80,58,56,na,66,5.71,3.54,L,,na,na,
2019-Jul,2019-07-16,Choked_south,deep,1,OP,na,na,na,na,na,na,na,na,na,6.1,na,na,extra blade bits,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,292,76,5.5,66,17,10,na,21,0.15,0.11,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,799,162,9,76,57,56,na,56,3.01,2.79,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,296,54,5.7,61,18,9,na,13,0.13,0.11,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,703,230,5,77,51,44,na,39,2.32,1.61,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,639,350,9.3,83,65,33,na,74,9.7,3.26,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,666,150,9.4,70,42,39,na,38,1.56,1.06,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,646,300,7,87,58,55,na,83,6.22,2.55,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,590,210,8,77,42,35,na,32,1.18,0.98,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,703,130,5.7,75,37,32,na,20,0.67,0.93,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,743,260,7.8,79,51,47,na,65,4.51,1.88,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,230,110,4.8,56,27,15,na,25,0.29,0.16,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,755,140,5.9,78,48,42,na,43,1.71,1.62,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,240,45,4,60,13,8,na,17,0.05,0.09,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,690,100,8.4,72,52,48,na,19,0.45,2.03,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,445,190,10.4,77,48,40,na,53,3.08,1.4,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,560,110,6,64,23,14,na,21,0.31,0.71,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,493,100,6,76,39,27,na,38,0.54,0.76,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,625,210,6,84,43,35,na,50,1.94,1.16,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,480,110,5.4,71,43,37,na,61,0.93,0.84,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,449,130,4.6,75,33,24,na,27,0.44,0.37,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,deep,1,OP,na,na,na,na,na,na,na,na,na,0.63,na,na,extra blade bits,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,766,198,11,79,53,50,na,50,3.9,2.7,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,436,150,9.6,73,53,47,na,61,2.8,1.79,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,610,160,8,85,46,36,na,60,2.28,1.53,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,252,170,5,76,42,33,na,66,2.09,0.76,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,266,200,5.4,77,40,35,na,43,2.32,0.94,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,709,310,8.3,82,50,46,na,73,5.62,1.73,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,104,44,4,48,16,5,na,12,0.07,0.07,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,374,220,7.5,55,54,52,na,66,4.85,2.04,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,208,180,4.2,73,40,31,na,40,1.18,0.61,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,197,106,4.4,70,26,18,na,18,0.24,0.21,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,117,55,3.1,55,19,9,na,15,0.1,0.1,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,181,90,6.2,65,28,19,na,35,0.45,0.24,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,445,200,7,75,49,45,na,70,3.28,1.61,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,142,86,4.3,67,17,10,na,23,0.33,0.15,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,196,90,5.6,68,23,17,na,26,0.35,0.22,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,613,130,8.1,68,35,28,na,40,0.95,0.6,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,595,278,9,90,50,42,na,61,4.81,1.84,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,625,300,11,78,46,41,na,50,4.68,1.53,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,204,70,3,60,18,10,na,18,0.13,0.13,0,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,492,150,6,71,39,36,na,45,1.33,0.96,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,428,160,8,76,51,38,na,56,3.9,1.01,L,,na,na,
2019-Jul,2019-07-16,Surf_islands,shallow,2,OP,na,na,na,na,na,na,na,na,na,0.81,na,na,extra blade bits,na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,381,129,50,81,34,27,na,41,0.6,1.37,0,,na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,551,160,53,86,49,48,na,55,1.38,0.17,0,,na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,362,90,34,70,40,19,na,46,0.28,0.9,0,,na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,502,128,43,101,45,38,na,57,0.76,0.06,0,,na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,266,54,33,58,8,2,na,16,0.04,0.13,0,,na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,220,89,40,70,28,8,na,21,0.2,0.9,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,459,136,55,97,42,40,na,90,0.9,0.9,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,568,136,65,90,42,34,na,43,1.75,1.04,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,205,8,10,69,16,7,na,0,0.01,0.14,0,,na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,155,14,9,57,10,4,na,0,0.06,0.1,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,246,102,40,71,21,12,na,35,0.32,0.18,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,227,9,10,73,19,12,na,0,0.76,0.44,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,410,404,39,80,31,23,na,63,0.06,0.21,na,"blade length 404cm, probably a mistake, most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,490,90,44,78,31,21,na,59,0.18,0.39,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,378,62,35,75,17,12,na,40,0.16,0.17,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,334,96,49,75,29,18,na,19,0.1,0.27,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,510,120,46,77,41,28,na,53,0.47,0.65,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,225,120,56,64,14,9,na,5,0.03,0.13,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,224,72,31,69,14,5,na,21,0.04,0.11,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,309,53,39,68,13,5,na,24,0.02,0.09,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,429,120,35,86,35,31,na,69,0.6,0.25,0,"most likely no Psori, but data missing",na,na,
2019-Jul,2019-07-07,Triquetta,na,na,OP,na,na,na,na,na,na,na,na,na,0.7,na,na,extra blade bits,na,na,
2019-Jul,2019-07-02,North,na,na,OP,na,636,220,na,72,47,46,na,47,2.96,2.03,na,,na,na,
2019-Jul,2019-07-02,North,na,na,OP,na,588,230,na,79,55,54,na,53,6.89,3.07,na,,na,na,
2019-Jul,2019-07-02,North,na,na,OP,na,536,190,na,90,58,56,na,60,3.96,3.49,na,,na,na,
2019-Jul,2019-07-02,North,na,na,OP,na,555,230,na,77,51,50,na,57,5.18,2.45,na,,na,na,
2019-Jul,2019-07-02,North,na,na,OP,na,550,210,na,91,58,54,na,51,3.92,2.99,na,,na,na,
2019-Jul,2019-07-02,North,na,na,OP,na,503,34,na,87,56,50,na,13,0.13,2.58,na,,na,na,
2019-Jul,2019-07-02,North,na,na,OP,na,596,160,na,86,55,53,na,37,2.96,2.74,na,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,768,140,6,67,31,24,na,13,0.27,0.29,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,724,190,11,65,31,28,na,21,0.89,0.38,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,585,115,5,67,26,20,na,15,0.21,0.18,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,691,150,6.2,68,28,27,na,16,0.47,0.48,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,609,130,7,66,26,20,na,14,0.3,0.18,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,112,34,4.9,33,3,1,na,7,0.01,0.01,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,986,220,10.8,81,38,30,na,15,1.29,0.87,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,748,150,5.3,72,36,30,na,25,0.6,0.48,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,557,100,3.5,62,16,5,na,14,0.12,0.08,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,162,40,3.1,40,4,1,na,9,0.01,0.01,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,162,80,7.6,50,15,2,na,15,0.15,0.05,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,568,90,5.3,100,22,16,na,16,0.11,0.16,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,771,250,14.4,74,29,28,na,16,1.32,0.41,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,643,100,6.1,65,20,20,na,25,0.31,0.17,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,744,260,10.1,77,32,28,na,23,1.41,0.65,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,418,90,4.9,58,19,10,na,16,0.14,0.1,0,,na,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,876,240,12,70,34,28,na,10,0.9,0.49,0,Depth=9.9m @ 10:33,2118,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,898,100,5.8,65,28,21,na,28,0.44,0.34,0,Depth=9.7m @ 10:20,1720,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,843,360,7.3,88,44,37,na,35,4.2,1.24,0,Depth=9.6m @ 10:28,1911,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,771,110,6.4,65,29,24,na,14,0.2,0.34,0,,1846,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,920,100,4.5,65,29,21,na,17,0.24,0.26,0,Depth=9.9m @ 10:40,2515,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,875,80,5.9,65,23,17,na,18,0.17,0.17,0,,1897,na,
2019-Jul,2019-07-14,Meay_nereo,na,1,OP/KH,na,na,na,na,na,na,na,na,na,0.58,na,na,extra blade bits,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,311,135,8.1,77,37,32,na,44,1.78,0.59,L,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,126,45,3.8,48,10,2,na,11,0.05,0.04,0,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,108,100,7.6,65,17,8,na,27,0.36,0.11,0,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,339,100,7.3,68,32,24,na,18,0.14,0.28,0,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,300,160,8.5,84,44,40,na,81,2.57,0.8,0,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,275,170,7.1,71,40,33,na,39,1.08,0.46,0,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,573,160,7.8,69,43,37,na,37,1.84,1.02,0,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,256,160,10.6,81,35,34,na,50,1.69,0.63,0,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,415,225,9.3,76,39,34,na,38,1.86,0.75,0,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,641,260,13.9,85,48,45,na,30,3.16,1.59,0,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,489,180,10,82,54,50,na,35,2.55,1.71,L,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,196,95,6,55,23,14,na,13,0.12,0.09,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,345,230,8,77,47,14,na,36,1.68,0.79,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,374,140,7,67,35,29,na,46,1.09,0.43,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,403,170,12,74,41,37,na,64,2.23,0.9,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,511,220,11,89,46,45,na,74,4.99,2.01,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,475,230,12,86,49,42,na,47,3.29,1.44,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,248,155,9,72,32,25,na,28,0.68,0.34,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,234,120,9,59,30,22,na,30,0.47,0.19,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,365,170,12,80,46,44,na,35,3,1.19,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,224,60,4,57,15,3,na,13,0.07,0.05,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,244,150,9,72,42,36,na,17,0.95,0.56,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,376,180,7,73,43,37,na,13,1.58,0.72,na,,na,na,
2019-Jul,2019-07-14,Adam_fringe,na,1,OP,na,na,na,na,na,na,na,na,na,1.02,na,na,extra blade bits,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,309,205,9,77,38,31,na,34,1.56,0.6,na,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,105,60,4.5,53,14,3,na,15,0.1,0.05,na,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,360,225,11.5,77,60,55,na,68,5.83,1.92,na,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,250,140,7.2,58,32,25,na,25,0.55,0.26,na,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,419,270,11.5,94,55,55,na,44,6.22,2.53,na,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,407,230,12,71,54,49,na,53,5.59,2.09,L,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,754,128,15,76,53,53,na,49,3.5,2.53,L,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,409,220,12,87,57,52,na,61,5.84,2.32,L,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,409,210,10,85,47,45,na,62,4.42,1.61,L,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,286,190,14,81,42,34,na,39,2.57,0.72,0,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,582,210,11,84,46,46,na,55,3.65,1.92,L,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,308,110,5,82,29,21,na,23,0.49,0.28,0,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,440,240,12,91,59,52,na,60,5.42,1.98,L,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,368,160,7,82,54,49,na,55,4.14,1.67,L,,na,na,
2019-Jul,2019-07-15,North_sparse,na,na,OP,na,na,na,na,na,na,na,na,na,0.59,na,na,extra blade bits,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,423,300,7.3,73,54,50,na,48,3.01,2.31,H,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,285,90,5.5,72,30,22,na,36,0.32,0.24,0,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,335,160,6.2,80,45,38,na,40,1.38,0.8,0,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,395,190,9,72,55,40,na,48,2,1.06,0,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,507,290,6.8,108,60,54,na,45,5.09,3,H,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,338,64,6,61,28,23,na,22,0.33,0.33,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,546,100,12,78,56,55,na,70,3.41,2.04,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,266,160,12,72,37,32,na,33,0.88,0.46,0,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,468,150,12,73,47,38,na,41,2.8,1.08,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,355,290,10,90,50,46,na,45,3.23,1.45,0,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,399,230,12,83,56,56,na,40,4.02,2.23,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,307,120,5,69,35,28,na,42,0.78,0.45,0,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,181,66,9,58,26,17,na,13,0.12,0.13,0,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,498,260,10,85,61,58,na,44,6.95,3.59,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,458,270,8,86,52,49,na,58,4.64,1.59,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,467,260,7,81,40,36,na,53,3.42,1.22,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,540,110,9,71,36,30,na,38,0.9,0.55,0,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,448,290,12,86,52,46,na,54,6.87,2.19,L,,na,na,
